frame;ball x;ball y;ball velocity;inside;zone;centroid x_home;centroid y_home;centroid_zone_home;rest defence_home;width_home;length_home;occupancy map_home;team distance_home;centroid x_away;centroid y_away;centroid_zone_away;rest defence_away;width_away;length_away;occupancy map_away;team distance_away;close to ball
1;;;;False;;6.603905999999998;-0.08667280000000019;11.0;;34.259215999999995;49.57651799999999;;8.40198705003528;-9.0514884;2.199528;8.0;;62.42957599999999;20.56611999999999;;11.103621996481625;nan
11;;;;False;;6.440549399999999;-0.7858964000000009;11.0;;35.561892;50.110758000000004;;18.148344438208017;-8.725888199999998;1.358728400000001;8.0;;60.263844;20.48131999999999;;3.5831876033170937;nan
21;;;;False;;8.442401799999997;-0.7801639999999995;11.0;;35.853;29.363272;;18.219230365156974;-8.4730782;1.3162148000000002;8.0;;60.30029199999999;20.479305999999994;;0.6377083539947146;nan
31;;;;False;;10.106781999999999;-0.7378816000000011;11.0;;36.158388;19.826664;;1.6675198944040572;-8.5063516;1.3007856000000013;8.0;;60.422692000000005;20.483439999999987;;0.7883852967006044;nan
41;;;;False;;10.070317999999999;-0.6627143999999994;11.0;;36.21591599999999;19.394289999999998;;1.7616685736801527;-8.525145400000003;1.3015879999999993;8.0;;60.602824000000005;20.523508;;0.8584876563091095;nan
51;-0.9677800000000005;-0.2916519999999999;;True;8.0;10.007067800000002;-0.6105652000000001;11.0;10.0;36.255764;19.060602;[0, 0, 0, 0, 5, 2, 0, 3];1.9115361500057337;-8.510665799999998;1.3380020000000006;8.0;6.0;60.692992000000004;20.51916199999999;[1, 0, 0, 0, 0, 4, 3, 2];1.1660422984515462;Away
61;-3.821936000000002;-0.37739999999999996;7.158412254124461;True;8.0;9.8857508;-0.5807675999999988;11.0;10.0;36.23278;19.141056;[0, 0, 0, 0, 6, 2, 0, 2];2.3565389698366723;-8.430360199999999;1.3729335999999999;8.0;6.0;60.792748;20.615833999999996;[1, 0, 1, 0, 0, 4, 2, 2];2.0092360680864614;nan
71;-6.684678000000003;-0.4635560000000004;7.158412254124461;True;8.0;9.697028399999999;-0.5871935999999989;11.0;10.0;36.180012000000005;19.659183999999996;[0, 0, 0, 0, 6, 2, 0, 2];3.177669906811266;-8.237429599999999;1.4073347999999997;8.0;6.0;60.875164000000005;20.877548;[1, 0, 1, 0, 0, 4, 2, 2];3.1609529972649337;nan
81;-9.424142;-0.5465839999999993;7.1579075853212135;True;8.0;9.4466458;-0.6181404000000003;11.0;10.0;36.435828;20.402562000000003;[0, 0, 0, 0, 6, 2, 0, 2];4.093718783301181;-7.901981999999999;1.4173511999999986;8.0;5.0;60.960708;21.342146000000003;[0, 0, 1, 0, 2, 3, 2, 2];4.686985169817495;Away
91;-9.979688;-0.581604;0.48182258145511064;True;8.0;9.162904999999999;-0.6795851999999997;11.0;10.0;36.851375999999995;21.350202000000003;[0, 0, 0, 0, 6, 2, 0, 2];4.4090307233544;-7.392312799999999;1.4060087999999993;8.0;4.0;60.96206800000001;22.251096000000004;[1, 0, 0, 0, 2, 3, 2, 2];6.477622895601902;Away
101;-9.603812;-0.6279799999999995;0.9594373351083375;True;8.0;8.9364784;-0.6999443999999995;11.0;10.0;37.295007999999996;22.425254000000002;[0, 0, 0, 1, 6, 2, 0, 1];4.525274420447686;-6.695861000000001;1.4164400000000008;8.0;4.0;60.80220000000001;23.338655999999997;[1, 0, 0, 0, 2, 3, 2, 2];7.820012021983427;Away
111;-9.164124;-0.7578600000000003;1.197552921586297;True;8.0;8.851;-0.5947552;11.0;10.0;37.728168;23.452712000000005;[1, 0, 0, 0, 6, 2, 0, 1];5.213956659282976;-5.869866599999999;1.4436604000000006;8.0;4.0;60.35034;24.251846;[1, 0, 0, 0, 2, 3, 2, 2];8.516134429511965;Away
121;-8.724436;-0.7120960000000003;1.0972197819942513;True;8.0;8.911430600000001;-0.3168052000000001;11.0;10.0;38.05606399999999;24.405652000000003;[1, 0, 0, 0, 7, 1, 0, 1];6.333476268321449;-4.9897804;1.5599948000000003;8.0;4.0;59.58125999999999;24.769232000000002;[1, 0, 0, 0, 2, 3, 2, 2];8.659993000053102;Away
131;-8.286867999999997;-0.47817599999999805;1.2701107235197429;True;8.0;9.0471106;0.16142519999999969;11.0;10.0;38.244764;25.366436;[2, 0, 0, 0, 6, 1, 0, 1];7.160318003544416;-4.1343392;1.7900455999999998;8.0;4.0;58.571392;25.422722;[1, 0, 0, 0, 2, 3, 2, 2];8.050375556581603;Away
141;-7.947138;0.28301599999999993;1.1155505367305136;True;8.0;9.1866172;0.8277707999999999;11.0;10.0;38.33248400000001;26.137904000000002;[1, 0, 0, 1, 6, 1, 0, 1];7.7838443694708825;-3.3910142;2.1259044000000005;8.0;5.0;57.482916;26.435658;[0, 0, 0, 1, 2, 3, 2, 2];7.351125702671102;Away
151;-7.490807999999997;4.351116;11.841199991977234;True;8.0;9.263488400000002;1.6353592000000006;11.0;10.0;38.337652000000006;26.553530000000002;[1, 0, 0, 1, 7, 0, 0, 1];8.695303826820034;-2.7864432;2.5367195999999996;8.0;5.0;56.445916;27.538482;[1, 0, 0, 1, 2, 2, 2, 2];6.872218616837573;nan
161;-7.012748;9.066236;11.841199991977133;True;8.0;9.240168399999998;2.5570652;11.0;9.0;38.229668000000004;26.772738000000004;[1, 0, 0, 1, 6, 0, 0, 2];9.584943961549424;-2.3020231999999985;2.990340800000001;8.0;5.0;55.45808;28.696637999999997;[1, 1, 0, 1, 2, 1, 1, 3];6.698005451665514;nan
171;-6.534581999999999;13.781492;11.858113688525552;True;7.0;9.1756886;3.5523268000000003;11.0;9.0;38.024444;26.75069;[1, 0, 0, 0, 6, 0, 0, 3];10.348745571904178;-1.9190982000000005;3.4612067999999985;8.0;5.0;54.606516;29.805186;[1, 1, 0, 0, 2, 1, 1, 4];7.146954903771453;nan
181;-6.053554000000002;18.045704000000004;11.858113688525638;True;7.0;9.1662122;4.585226400000001;11.0;9.0;37.69559600000001;26.357006000000002;[0, 0, 0, 0, 5, 0, 0, 5];10.740987252481599;-1.5949820000000003;3.934378000000001;8.0;5.0;54.03790000000001;30.791834;[0, 1, 0, 0, 2, 1, 1, 5];7.287918815938595;Away
191;-5.3297859999999995;19.012256;2.209980316654412;True;7.0;9.240762;5.6192752;11.0;9.0;37.229524;25.886153999999998;[0, 0, 0, 0, 5, 0, 0, 5];10.586930358516959;-1.2913555999999993;4.3898828000000005;8.0;4.0;53.671244;31.920733999999996;[1, 0, 0, 1, 1, 1, 1, 5];6.935878067812696;Away
201;-4.584606000000001;19.439159999999998;2.155567906608258;True;7.0;9.4138706;6.6178756000000005;11.0;9.0;36.969492;25.439576000000002;[1, 0, 0, 1, 4, 0, 0, 4];9.879852298923437;-0.9958170000000001;4.843612800000001;8.0;3.0;53.51477599999999;32.936002;[1, 0, 0, 1, 1, 1, 1, 5];6.274824031895499;Away
211;-4.052168;19.952151999999998;1.9605228894353472;True;7.0;9.657066399999998;7.51723;11.0;9.0;36.868376;24.930457999999998;[1, 0, 0, 1, 4, 0, 0, 4];8.411545316445979;-0.7122882000000003;5.251742;8.0;3.0;53.470236;33.828734;[0, 1, 0, 1, 1, 1, 1, 5];5.556418073993569;Away
221;-3.7058660000000003;20.405576000000003;1.3565099520460797;True;7.0;9.8543536;8.2347388;11.0;9.0;36.717552;24.513241999999998;[1, 0, 0, 1, 4, 0, 0, 4];6.180148700357;-0.45991280000000057;5.577829200000001;8.0;3.0;53.453711999999996;34.584407999999996;[1, 1, 0, 0, 1, 1, 1, 5];4.988438535256446;Away
231;-3.5868280000000015;20.80902;1.0935667560783011;True;7.0;9.907502000000001;8.6741344;11.0;9.0;36.566728;24.233508;[1, 0, 0, 1, 4, 0, 0, 4];4.288237186212355;-0.2796280000000005;5.799250799999998;8.0;4.0;53.553672;35.215426;[1, 1, 0, 0, 1, 1, 1, 5];4.65994775784887;Away
241;-3.7864259999999996;21.123995999999998;1.0309661730628896;True;7.0;9.746339599999999;8.7876128;11.0;9.0;36.550883999999996;24.027126;[1, 0, 0, 1, 4, 0, 0, 4];5.011602251665694;-0.2093182000000006;5.875369999999998;8.0;3.0;53.691304;35.71776;[2, 0, 0, 0, 1, 1, 1, 5];4.773692927623296;Away
251;-7.137191999999997;19.965207999999997;12.73455272084613;True;7.0;9.354574199999998;8.5386444;11.0;10.0;36.68634;23.819048;[2, 0, 0, 0, 5, 0, 0, 3];7.438675420235439;-0.268180000000001;5.810933200000001;8.0;2.0;53.965276;36.048162000000005;[2, 0, 0, 0, 3, 0, 1, 4];5.318954190667773;nan
261;-11.768544000000002;18.16382;12.425900581044797;True;7.0;8.780351;7.999452000000001;11.0;10.0;37.038920000000005;23.599734000000005;[1, 0, 0, 0, 6, 0, 0, 3];9.277419436433057;-0.45126320000000036;5.630794400000001;8.0;2.0;54.45338000000001;36.245852;[1, 0, 1, 0, 4, 0, 0, 4];6.342408539533511;nan
271;-16.399790000000003;16.362432;12.42590058104466;True;7.0;8.110780799999999;7.245638000000001;11.0;10.0;37.579724;23.399924000000006;[0, 0, 0, 0, 8, 0, 0, 2];10.362211455461939;-0.7419682000000005;5.3636156;8.0;2.0;55.054024;36.76345;[0, 0, 1, 0, 5, 0, 0, 4];7.098235360233541;nan
281;-19.859418;15.000732;12.401207239619534;True;4.0;7.411000600000001;6.359557199999999;11.0;10.0;38.181728;23.586272;[0, 0, 0, 0, 9, 0, 0, 1];10.734617178621948;-1.1225823999999998;5.055766;8.0;2.0;55.695060000000005;37.352598;[0, 0, 1, 0, 6, 0, 0, 3];8.040963442984953;Away
291;-20.471886;14.446464;1.776295302026012;True;4.0;6.717718199999998;5.42402;11.0;10.0;38.878184000000005;23.969144;[0, 0, 0, 0, 9, 0, 0, 1];10.853058387771574;-1.5943459999999998;4.698330799999999;8.0;2.0;56.389204;37.933266;[0, 0, 0, 1, 6, 0, 0, 3];8.744157907356595;Away
301;-21.073436;13.576812;2.6761511541765968;True;4.0;6.045201199999999;4.4715235999999985;11.0;10.0;39.587764;24.400458000000004;[0, 0, 0, 0, 8, 0, 0, 2];11.22285128092221;-2.1464681999999993;4.2827488;8.0;2.0;57.03098800000001;38.408252;[0, 0, 0, 1, 6, 0, 0, 3];8.88860453846325;Away
311;-21.815965999999996;12.299568;3.079392188403466;True;4.0;5.383941399999999;3.488073599999999;11.0;10.0;40.314616;25.130586;[0, 0, 0, 0, 8, 0, 0, 2];11.291468131197213;-2.7499261999999995;3.8701519999999996;8.0;2.0;57.65142;38.738336000000004;[0, 1, 0, 0, 6, 0, 0, 3];9.081234172045487;Away
321;-22.844166;7.398536;15.039756322826921;True;5.0;4.7151556;2.5316672;11.0;10.0;41.033987999999994;26.051831999999997;[0, 0, 0, 0, 10, 0, 0, 0];11.610863112001343;-3.3946712000000003;3.4360876000000005;8.0;1.0;58.139455999999996;38.981606;[0, 1, 0, 0, 5, 1, 0, 3];9.26908156249289;nan
331;-23.934587999999998;1.4789320000000001;15.056474330001441;True;5.0;4.012015199999999;1.5851004000000004;11.0;10.0;41.730172;27.385099999999998;[0, 0, 0, 0, 10, 0, 0, 0];12.014774442513692;-4.077756400000001;2.9548651999999995;8.0;1.0;58.528688;39.14845;[0, 0, 0, 1, 6, 2, 0, 1];9.098989027970797;nan
341;-24.980384000000004;-4.087004;15.039756322826019;True;5.0;3.2760148;0.7473744000000004;11.0;10.0;42.355636000000004;29.032446;[0, 0, 0, 0, 10, 0, 0, 0];12.952028728964114;-4.793330600000002;2.4811228000000005;8.0;1.0;58.913160000000005;39.211096;[0, 0, 0, 1, 4, 4, 0, 1];9.309441309443297;Away
351;-25.495226;-5.6542;1.3626345805093867;True;5.0;2.526351;0.057630000000000514;11.0;10.0;42.83557999999999;30.884902;[0, 0, 0, 0, 10, 0, 0, 0];13.939823196070337;-5.547033000000001;1.9922912000000017;8.0;1.0;60.2565;39.176434;[0, 0, 0, 1, 4, 4, 0, 1];9.775246692248704;Away
361;-25.717719999999996;-6.542959999999999;2.3119749674250616;True;5.0;1.7041937999999999;-1.0352320000000006;11.0;10.0;43.0865;32.809968000000005;[1, 0, 0, 0, 9, 0, 0, 0];12.674239848772858;-6.322953000000001;1.455478800000001;8.0;2.0;60.922287999999995;39.078914;[0, 0, 0, 1, 4, 4, 0, 1];10.068579797012667;Away
371;-25.743478;-7.8049040000000005;3.145446550173845;True;5.0;0.9480534000000006;-2.0316631999999997;11.0;10.0;42.958796;34.606138;[1, 0, 0, 0, 9, 0, 0, 0];12.79545808966173;-7.085421600000002;0.8962876000000002;8.0;1.0;60.643215999999995;39.135200000000005;[0, 0, 0, 1, 4, 4, 0, 1];10.486886902586761;Away
381;-25.68645;-9.256568000000001;3.661143127494399;True;5.0;0.258958000000001;-3.0625024000000005;11.0;10.0;42.34285199999999;36.089501999999996;[1, 0, 0, 0, 7, 2, 0, 0];13.166985850831857;-7.799850999999999;0.2923251999999996;8.0;1.0;59.466952;39.014254;[0, 0, 0, 1, 4, 4, 0, 1];10.846857569414647;Away
391;-25.688781999999996;-11.187563999999998;3.5905222461361874;True;5.0;-0.3562023999999992;-4.146572000000001;8.0;10.0;41.451372;37.085054;[1, 0, 0, 0, 7, 2, 0, 0];13.294988811914768;-8.467014999999998;-0.32962319999999945;8.0;2.0;57.582468000000006;38.717878000000006;[0, 1, 0, 0, 4, 4, 0, 1];11.03602308161074;Away
401;-25.327745999999998;-16.638579999999997;15.410187677313115;True;6.0;-0.9427745999999992;-5.241263200000001;8.0;10.0;40.428584;37.594808;[0, 1, 0, 0, 7, 2, 0, 0];13.221001369373715;-9.1128306;-0.9589495999999983;8.0;2.0;56.761912;38.301192;[0, 1, 0, 0, 4, 4, 0, 1];10.859794726155;nan
411;-24.879789999999996;-22.779864000000003;15.391295267129474;True;6.0;-1.5681428;-6.3137932;8.0;10.0;39.359352;37.876344;[0, 0, 0, 0, 7, 3, 0, 0];12.69842689722571;-9.773783;-1.5661692000000003;8.0;2.0;55.846496;37.81868;[0, 0, 0, 1, 3, 6, 0, 0];10.70852254853975;nan
421;-24.644894;-27.45806;15.800143709789628;True;6.0;-2.250433;-7.352336799999999;8.0;10.0;38.938295999999994;38.156502;[1, 0, 0, 0, 4, 5, 0, 0];12.00116616584111;-10.476647799999999;-2.146658;8.0;2.0;54.976504000000006;38.049866;[0, 0, 0, 1, 2, 7, 0, 0];10.515535103891763;Away
431;-24.989076;-27.990432;1.2018639690080357;True;6.0;-2.9341223999999997;-8.357499200000003;8.0;10.0;39.64719600000001;38.588876;[1, 0, 0, 0, 4, 5, 0, 0];10.93407598880783;-11.2063306;-2.732110800000001;8.0;3.0;54.13881200000001;38.977790000000006;[0, 0, 1, 0, 2, 7, 0, 0];10.057523857534129;Away
441;-25.262874000000004;-28.313295999999998;1.0776855988645804;True;6.0;-3.5087696;-9.318080799999999;8.0;10.0;40.363304;39.257206;[1, 0, 0, 0, 4, 5, 0, 0];9.723464611538136;-11.874194200000002;-3.372643599999999;8.0;3.0;53.378776;39.94663;[0, 0, 0, 1, 2, 7, 0, 0];9.196823316948299;Away
451;-22.573866;-28.548100000000005;0.7471607926009509;True;6.0;-3.8711835999999997;-10.2549508;8.0;9.0;40.961907999999994;40.069166;[0, 0, 0, 1, 4, 5, 0, 0];9.250752709820613;-12.353981999999998;-4.092491600000001;8.0;3.0;52.78425200000001;40.796644;[0, 0, 1, 0, 2, 7, 0, 0];8.673945302911614;Home
461;-14.989671999999999;-28.690424;19.162516542718105;True;9.0;-3.9471432;-11.214526;8.0;7.0;41.392824;40.803110000000004;[0, 0, 1, 0, 3, 6, 0, 0];9.212189367679223;-12.5432874;-4.9062204000000005;8.0;5.0;52.575016000000005;41.480768;[0, 0, 0, 0, 1, 7, 2, 0];9.089414719267126;nan
471;-7.323858000000001;-28.83166;19.639744938517232;True;9.0;-3.6854185999999998;-12.144493999999998;9.0;6.0;41.630688;41.417062;[1, 0, 0, 0, 2, 5, 2, 0];9.826267821716332;-12.380630399999998;-5.7943412;8.0;7.0;52.28452000000001;41.93762799999999;[0, 1, 0, 0, 1, 6, 2, 0];10.226688412101637;nan
481;0.3380339999999996;-28.972828;19.162825711518195;True;12.0;-3.1218908000000005;-12.997832799999998;9.0;4.0;41.720991999999995;41.954694;[1, 0, 0, 0, 2, 4, 3, 0];10.816429751713828;-11.8537468;-6.699849600000002;8.0;7.0;52.097316000000006;42.088042;[0, 0, 0, 0, 1, 5, 4, 0];11.337756432264563;Home
491;7.996110000000002;-29.113996000000004;18.685593548239645;True;12.0;-2.308754200000002;-13.7785204;9.0;3.0;41.673664;42.453317999999996;[1, 0, 1, 0, 0, 5, 3, 0];11.606801549570534;-11.0159652;-7.5352704;8.0;9.0;51.942684;41.987978000000005;[1, 0, 0, 0, 0, 4, 5, 0];12.2177548695791;nan
501;12.451926;-29.243671999999997;19.136330316965594;True;12.0;-1.2866597999999985;-14.4658916;9.0;3.0;41.5514;42.888448;[1, 0, 1, 0, 0, 5, 3, 0];12.322958659836386;-9.9630778;-8.2819852;8.0;10.0;51.676463999999996;41.61591800000001;[0, 0, 1, 0, 0, 4, 5, 0];12.400839335977306;Away
511;9.762812;-30.931228000000004;8.849008814550386;True;12.0;-0.15896820000000106;-15.1354468;9.0;3.0;41.367936;43.152918;[1, 0, 1, 0, 0, 5, 3, 0];12.725412381695723;-8.801508599999998;-8.9223684;8.0;9.0;52.079976;41.024968;[1, 0, 0, 0, 0, 5, 4, 0];12.080912407141987;Home
521;6.832548000000001;-32.920228;8.861390198496265;True;12.0;1.0329806000000001;-15.755246399999999;12.0;4.0;42.643615999999994;43.124297999999996;[2, 0, 0, 0, 0, 5, 3, 0];11.994327422095115;-7.621018400000001;-9.475487200000002;8.0;8.0;52.20183200000001;40.274594;[1, 0, 0, 0, 0, 5, 4, 0];11.617153212447278;Home
531;4.781924999999999;-34.31212;8.839450887922748;False;;2.2542278000000002;-16.2032848;12.0;5.0;42.75058;42.723299999999995;[1, 0, 0, 0, 2, 5, 2, 0];11.494203719445553;-6.489139799999999;-10.001133999999999;8.0;7.0;51.843472;39.442175999999996;[0, 0, 1, 0, 1, 6, 2, 0];11.021595948437021;nan
541;;;;False;;3.4501409999999995;-16.5406736;12.0;;42.140891999999994;41.965717999999995;;11.091994277646972;-5.437990800000001;-10.507713599999999;8.0;;51.57949599999999;38.578594;;10.343450997772738;nan
551;;;;False;;4.6187591999999995;-16.780251200000002;12.0;;41.62266400000001;40.94493799999999;;11.096392304833989;-4.4744084;-10.990282399999998;8.0;;52.119279999999996;37.762817999999996;;9.892375985935594;nan
561;;;;False;;5.742518199999999;-16.9370388;12.0;;40.790004;39.7712;;11.11130513093391;-3.5795988000000007;-11.457530799999999;9.0;;52.235492;37.012443999999995;;9.293254920338484;nan
571;;;;False;;6.814432599999999;-17.0260576;12.0;;39.541796000000005;38.598522;;10.81174551024553;-2.742177599999999;-11.8678836;9.0;;52.001571999999996;36.373052;;8.69324228327933;nan
581;;;;False;;7.8156132;-17.0662592;12.0;;38.04933200000001;37.48573400000001;;10.359429795768364;-1.9615087999999996;-12.229432799999998;9.0;;51.62934;35.867114;;8.182604864383375;nan
591;;;;False;;8.732089199999999;-17.081395999999998;12.0;;36.336955999999994;36.451492;;9.718914260681906;-1.2316988000000009;-12.549359200000001;9.0;;51.488444;35.501838;;7.727950304146458;nan
601;;;;False;;9.568757799999998;-17.0790772;12.0;;34.989740000000005;35.530564;;8.965791570237155;-0.5479351999999998;-12.834578400000002;9.0;;51.685644;35.489436;;7.317931634354269;nan
611;;;;False;;10.322184599999998;-17.0805188;12.0;;34.112812;34.67949;;8.013752162177441;0.09210339999999953;-13.0902108;12.0;;51.933436;35.692108;;6.741946610947153;nan
621;;;;False;;10.9865396;-17.07905;12.0;;33.3064;33.855022000000005;;7.000704120069881;0.6858411999999998;-13.3138696;12.0;;52.228759999999994;35.940996000000005;;6.099665208220933;nan
631;;;;False;;11.5633068;-17.0698292;12.0;;32.532287999999994;33.067865999999995;;5.897752471611621;1.2278933999999997;-13.5141772;12.0;;52.289484;36.237372;;5.5556862964499505;nan
641;;;;False;;12.049709;-17.068883999999997;12.0;;31.804824000000007;32.286646;;4.866688478920758;1.7184825999999993;-13.6919632;12.0;;52.113364;36.58515800000001;;4.757463855976346;nan
651;;;;False;;12.447739000000002;-17.059289200000002;12.0;;31.224103999999997;31.40833;;4.0343443238242855;2.138041199999999;-13.8285072;12.0;;51.90406;36.957536000000005;;4.078600664812919;nan
661;;;;False;;12.727981799999998;-17.040344400000002;12.0;;30.74789999999999;30.385218000000002;;3.811380364373041;2.4568891999999987;-13.9447396;12.0;;51.471036;37.321116;;3.672589844327466;nan
671;-1.4920088888888883;-34.164408888888886;;False;;12.851864;-16.992778400000002;12.0;8.0;30.453052000000003;29.29765799999999;[0, 0, 0, 0, 4, 6, 0, 0];3.7460991823081047;2.6530528000000007;-13.996569199999996;12.0;3.0;51.008228;37.661164;[1, 0, 0, 0, 2, 6, 1, 0];3.562939249439557;nan
681;-4.8946559999999995;-32.969460000000005;9.57937227849531;True;9.0;12.779794600000002;-16.8606136;12.0;10.0;30.414768;28.213383999999998;[0, 0, 0, 0, 6, 4, 0, 0];4.43324885851263;2.7096780000000003;-13.936953599999999;12.0;3.0;50.691484;37.922984;[1, 0, 0, 0, 3, 5, 1, 0];4.094349989598207;nan
691;-8.515616000000001;-31.69786;9.579372278495317;True;9.0;12.462706200000001;-16.6124272;12.0;10.0;30.593743999999987;27.289699999999996;[0, 0, 0, 0, 7, 3, 0, 0];6.367217859351119;2.6135148000000004;-13.750620000000001;12.0;2.0;50.35420400000001;38.055378000000005;[1, 0, 0, 0, 3, 5, 1, 0];5.005958997281705;nan
701;-12.136576000000002;-30.425784000000004;9.579372278495123;True;9.0;11.897397599999998;-16.231531999999998;12.0;10.0;31.002764000000003;26.750266000000003;[0, 0, 0, 0, 7, 3, 0, 0];8.533461523959687;2.3709231999999996;-13.4170732;12.0;2.0;50.074112;38.044142;[0, 0, 1, 0, 5, 4, 0, 0];5.985308373354358;nan
711;-15.757535999999998;-29.15398;9.579372278494528;True;9.0;11.1285372;-15.700866799999996;12.0;10.0;31.684328000000004;26.653594;[0, 0, 0, 0, 8, 2, 0, 0];10.395086890521192;1.9927151999999997;-12.932389599999999;12.0;1.0;49.95382;37.952134;[0, 0, 1, 0, 5, 4, 0, 0];7.373219780031379;Away
721;-18.397572000000004;-28.102427999999996;9.579372278495333;True;6.0;10.217711;-15.027020799999999;12.0;10.0;32.595256;26.949227999999998;[0, 0, 0, 0, 9, 1, 0, 0];11.596544536597982;1.4883247999999996;-12.344740400000001;12.0;1.0;49.888744;37.89680200000001;[0, 0, 1, 0, 5, 4, 0, 0];8.758732040249992;Away
731;-19.102684;-27.345927999999997;2.415959643702596;True;6.0;9.227988999999999;-14.2567032;12.0;10.0;33.6957;27.562013999999998;[0, 0, 0, 0, 8, 2, 0, 0];12.479328141073477;0.8639317999999996;-11.689213599999999;12.0;1.0;49.896767999999994;37.931146000000005;[0, 1, 0, 0, 5, 4, 0, 0];9.896889958965854;Away
741;-19.992130000000003;-26.319604000000005;3.4407785819491052;True;6.0;8.1999056;-13.386275999999999;12.0;10.0;34.862919999999995;28.313024000000002;[0, 0, 0, 0, 8, 2, 0, 0];13.14190524319605;0.1334646000000003;-10.979994000000001;11.0;1.0;50.023315999999994;38.107742;[0, 1, 0, 0, 5, 4, 0, 0];10.729324564822365;Away
751;-21.061988;-24.9832;4.3701904992804845;True;6.0;7.1529647999999995;-12.427795600000001;12.0;10.0;36.081275999999995;29.065942;[0, 0, 0, 0, 8, 2, 0, 0];13.50531281443305;-0.6775202000000003;-10.236352799999999;8.0;2.0;50.161084;38.856526;[0, 1, 0, 0, 5, 4, 0, 0];11.176387070170273;Away
761;-22.207530000000002;-23.43654;4.7908253986129035;True;6.0;6.101434199999999;-11.4028928;12.0;10.0;37.25835599999999;29.687314;[0, 0, 0, 0, 8, 2, 0, 0];13.843368635296745;-1.5604472;-9.5024696;8.0;2.0;50.21079199999999;40.168806;[0, 0, 1, 0, 5, 4, 0, 0];11.421105525552036;Away
